person_age,person_income,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
28,17345,5.0,HOMEIMPROVEMENT,D,50000,15.13,2.8827,N,10,1
40,51256,5.0,EDUCATION,B,9803,9.11,0.1913,N,21,0
28,65055,6.0,MEDICAL,D,17820,16.43,0.2739,N,8,0
20,69594,4.0,DEBTCONSOLIDATION,F,22707,21.8,0.3263,N,1,0
73,52289,3.0,MEDICAL,D,7957,16.72,0.1522,N,45,0
70,16523,8.0,EDUCATION,D,28001,17.34,1.6947,N,45,0
71,98952,10.0,PERSONAL,D,13995,14.58,0.1414,N,45,0
68,61455,4.0,MEDICAL,B,21249,11.13,0.3458,N,45,0
54,25290,8.0,MEDICAL,B,11359,9.19,0.4491,N,35,0
47,31784,3.0,MEDICAL,C,11811,13.16,0.3716,N,29,0
74,55668,8.0,HOMEIMPROVEMENT,A,26842,5.93,0.4822,N,45,1
49,71245,2.0,DEBTCONSOLIDATION,B,7035,9.41,0.0987,N,32,0
54,37482,6.0,EDUCATION,A,12489,7.88,0.3332,N,33,0
30,77191,6.0,HOMEIMPROVEMENT,B,10587,9.37,0.1372,N,7,0
60,18287,2.0,VENTURE,C,10913,14.01,0.5968,N,43,0
64,27629,4.0,HOMEIMPROVEMENT,A,16171,6.11,0.5853,N,45,0
56,15750,6.0,MEDICAL,E,12550,18.31,0.7968,N,33,1
46,29924,3.0,MEDICAL,A,9503,7.66,0.3176,N,26,0
29,112357,4.0,EDUCATION,A,32494,6.04,0.2892,N,9,0
19,152023,4.0,VENTURE,E,13132,17.59,0.0864,N,1,0
53,55771,6.0,EDUCATION,D,6411,15.21,0.115,N,36,0
56,34505,7.0,EDUCATION,A,10090,7.84,0.2924,N,39,0
62,43394,2.0,MEDICAL,D,10061,16.36,0.2319,N,45,0
72,63597,5.0,HOMEIMPROVEMENT,D,6809,15.71,0.1071,N,45,0
46,20751,5.0,VENTURE,B,7324,10.07,0.3529,N,28,0
65,35779,3.0,MEDICAL,D,9240,15.07,0.2583,N,43,0
58,107924,6.0,PERSONAL,B,14220,9.29,0.1318,Y,39,1
33,27580,2.0,PERSONAL,A,4527,5.3,0.1641,N,13,0
66,32468,4.0,EDUCATION,A,14885,5.98,0.4585,N,43,1
21,49377,4.0,PERSONAL,B,8646,9.28,0.1751,N,1,0
52,57281,4.0,EDUCATION,B,4666,9.81,0.0815,N,29,0
71,34760,3.0,DEBTCONSOLIDATION,C,14346,13.43,0.4127,Y,45,1
55,51140,6.0,PERSONAL,A,12410,6.98,0.2427,N,38,0
71,68484,6.0,HOMEIMPROVEMENT,C,14916,13.78,0.2178,N,45,0
21,144177,8.0,VENTURE,C,21691,12.31,0.1504,N,3,0
48,45732,3.0,PERSONAL,C,36042,12.03,0.7881,N,26,1
62,47919,10.0,PERSONAL,C,10591,13.58,0.221,N,40,0
54,113561,9.0,PERSONAL,D,8272,14.73,0.0728,N,37,0
68,36241,4.0,PERSONAL,B,9200,8.8,0.2539,N,45,0
44,23661,4.0,DEBTCONSOLIDATION,C,7821,13.72,0.3305,N,25,0
56,56254,4.0,DEBTCONSOLIDATION,A,6832,7.97,0.1214,N,33,0
41,88600,3.0,DEBTCONSOLIDATION,D,10145,14.63,0.1145,N,21,0
67,59788,2.0,EDUCATION,D,3441,15.38,0.0576,N,45,0
24,46473,5.0,PERSONAL,F,18023,22.58,0.3878,N,3,0
32,22101,4.0,HOMEIMPROVEMENT,A,12869,6.35,0.5823,N,10,0
23,47472,3.0,EDUCATION,A,29011,8.16,0.6111,N,1,0
58,96590,10.0,PERSONAL,E,5494,18.4,0.0569,N,37,0
31,24865,1.0,MEDICAL,B,27442,11.46,1.1036,Y,11,1
36,42846,1.0,PERSONAL,C,19493,12.43,0.455,Y,19,1
65,39611,7.0,PERSONAL,E,5164,17.68,0.1304,N,44,0
38,33398,5.0,MEDICAL,C,4670,12.51,0.1398,N,19,0
26,56182,4.0,VENTURE,A,12698,6.7,0.226,Y,3,0
19,62556,2.0,VENTURE,A,15096,7.25,0.2413,N,2,0
30,62196,5.0,PERSONAL,B,17435,10.43,0.2803,N,13,0
70,28645,3.0,PERSONAL,C,6468,12.36,0.2258,Y,45,1
49,19825,5.0,PERSONAL,E,50000,20.86,2.5221,N,31,1
74,56631,4.0,EDUCATION,A,4580,5.19,0.0809,N,45,0
30,37113,4.0,HOMEIMPROVEMENT,B,22752,10.28,0.613,N,9,1
38,134735,5.0,PERSONAL,D,2977,16.34,0.0221,Y,19,1
27,138203,3.0,PERSONAL,D,5807,15.5,0.042,N,7,0
40,146514,8.0,HOMEIMPROVEMENT,D,18664,16.79,0.1274,N,22,0
50,29229,4.0,EDUCATION,D,34155,15.31,1.1685,N,28,1
64,67047,11.0,MEDICAL,A,22017,5.82,0.3284,N,44,0
38,79143,3.0,PERSONAL,B,8968,10.48,0.1133,Y,18,1
61,74391,5.0,EDUCATION,C,4482,13.23,0.0602,N,38,0
53,40339,7.0,EDUCATION,A,24500,7.59,0.6074,N,30,0
34,99065,2.0,DEBTCONSOLIDATION,B,8881,10.01,0.0896,N,16,0
69,49033,6.0,MEDICAL,A,27728,5.14,0.5655,N,45,1
42,52599,6.0,PERSONAL,B,22432,9.63,0.4265,N,25,0
26,21040,5.0,HOMEIMPROVEMENT,D,14567,16.06,0.6923,N,9,1
72,69886,6.0,DEBTCONSOLIDATION,C,5706,14.26,0.0816,N,45,0
70,42479,3.0,PERSONAL,A,5953,6.43,0.1401,N,45,0
20,63299,5.0,MEDICAL,E,15364,17.6,0.2427,N,1,0
69,55787,4.0,EDUCATION,B,11277,11.26,0.2021,N,45,0
72,54150,13.0,VENTURE,C,37935,14.11,0.7006,N,45,0
65,47803,4.0,PERSONAL,C,15600,13.27,0.3263,N,45,0
32,75556,4.0,PERSONAL,A,14710,7.05,0.1947,N,14,0
53,43941,1.0,MEDICAL,D,30182,17.39,0.6869,N,34,1
48,22018,5.0,MEDICAL,C,6532,11.95,0.2967,Y,27,1
53,67032,3.0,VENTURE,A,14727,7.5,0.2197,Y,33,1
53,31415,8.0,VENTURE,A,5626,5.63,0.1791,N,33,0
54,23662,3.0,HOMEIMPROVEMENT,F,19187,21.12,0.8109,N,31,1
47,27938,5.0,HOMEIMPROVEMENT,E,31026,17.96,1.1105,Y,27,1
57,57287,2.0,DEBTCONSOLIDATION,C,11730,11.88,0.2048,N,40,0
48,46486,3.0,MEDICAL,B,3151,8.53,0.0678,N,26,0
18,15169,4.0,HOMEIMPROVEMENT,C,20867,13.27,1.3756,N,1,0
20,39695,2.0,DEBTCONSOLIDATION,B,29609,10.61,0.7459,N,1,0
72,93253,4.0,MEDICAL,D,6111,16.89,0.0655,N,45,0
69,38245,6.0,PERSONAL,C,6442,12.16,0.1684,N,45,0
51,44756,6.0,HOMEIMPROVEMENT,A,20426,6.41,0.4564,N,28,0
27,86998,4.0,PERSONAL,B,5390,9.48,0.062,Y,5,1
62,75926,7.0,EDUCATION,C,4715,12.71,0.0621,N,42,0
26,85988,5.0,HOMEIMPROVEMENT,F,5482,24.86,0.0638,N,9,0
39,12000,4.0,PERSONAL,C,7523,12.73,0.6269,Y,17,1
36,127190,7.0,PERSONAL,B,17371,9.83,0.1366,N,17,0
18,69565,6.0,HOMEIMPROVEMENT,D,11508,17.06,0.1654,N,1,0
63,189816,4.0,EDUCATION,C,20098,13.06,0.1059,N,42,0
47,31879,7.0,MEDICAL,C,15390,12.79,0.4828,Y,29,1
36,18584,5.0,EDUCATION,E,26530,18.05,1.4276,N,14,1
46,49215,6.0,EDUCATION,C,21487,13.65,0.4366,Y,23,1
18,42131,7.0,HOMEIMPROVEMENT,B,4745,10.56,0.1126,N,1,0
42,70228,5.0,HOMEIMPROVEMENT,C,8089,14.19,0.1152,N,23,0
47,88540,4.0,MEDICAL,D,25228,16.19,0.2849,N,29,0
37,46722,5.0,MEDICAL,C,13696,11.9,0.2931,Y,15,0
65,42942,7.0,VENTURE,A,7135,7.92,0.1662,N,45,0
32,65348,7.0,EDUCATION,A,7929,5.31,0.1213,N,9,0
25,42574,6.0,HOMEIMPROVEMENT,D,18930,15.45,0.4446,N,3,1
48,40660,8.0,DEBTCONSOLIDATION,B,7958,10.29,0.1957,N,29,0
68,86718,7.0,PERSONAL,F,22775,23.08,0.2626,N,45,1
39,98015,3.0,EDUCATION,A,8887,7.39,0.0907,N,22,0
20,88981,8.0,PERSONAL,C,29062,13.24,0.3266,N,1,0
73,44688,8.0,PERSONAL,B,23187,10.21,0.5189,N,45,1
43,15110,3.0,MEDICAL,A,6854,7.03,0.4536,N,25,1
27,45183,2.0,EDUCATION,B,17520,9.48,0.3878,N,8,0
53,32309,4.0,EDUCATION,A,3889,8.19,0.1204,N,30,0
36,45645,5.0,EDUCATION,B,10558,9.39,0.2313,N,14,0
71,33890,6.0,VENTURE,D,9974,15.87,0.2943,N,45,0
34,48464,6.0,EDUCATION,F,3062,24.63,0.0632,N,14,0
49,27678,10.0,MEDICAL,C,2914,11.79,0.1053,Y,27,1
48,24236,7.0,HOMEIMPROVEMENT,E,23111,19.31,0.9536,N,27,1
31,96036,2.0,PERSONAL,D,9711,15.12,0.1011,N,10,0
46,28758,7.0,PERSONAL,A,11094,7.69,0.3858,N,26,0
24,49029,3.0,MEDICAL,A,8092,6.52,0.165,N,7,0
54,82866,5.0,EDUCATION,D,24029,17.24,0.29,Y,35,1
61,81053,3.0,DEBTCONSOLIDATION,C,3471,12.63,0.0428,N,38,0
72,75899,7.0,PERSONAL,D,17903,17.31,0.2359,N,45,0
36,57906,10.0,EDUCATION,C,39559,12.77,0.6832,Y,14,1
34,72999,6.0,PERSONAL,A,5645,8.49,0.0773,N,12,0
49,104317,0.0,PERSONAL,B,5032,9.31,0.0482,N,31,0
57,61930,5.0,PERSONAL,B,12989,10.04,0.2097,N,38,0
74,17846,1.0,EDUCATION,C,15621,13.27,0.8753,N,45,1
19,36655,4.0,EDUCATION,A,4036,7.75,0.1101,N,1,0
31,71897,4.0,MEDICAL,B,7712,8.8,0.1073,N,11,0
32,34720,5.0,EDUCATION,A,28671,7.49,0.8258,Y,13,1
32,119498,6.0,PERSONAL,C,37818,12.61,0.3165,N,15,0
44,47346,5.0,VENTURE,B,8835,9.66,0.1866,Y,22,1
67,51373,6.0,EDUCATION,C,10861,11.89,0.2114,Y,45,1
19,90999,4.0,MEDICAL,D,12386,15.07,0.1361,N,1,0
64,44330,5.0,HOMEIMPROVEMENT,D,1411,16.39,0.0318,Y,44,1
53,54011,5.0,DEBTCONSOLIDATION,E,5845,17.61,0.1082,N,36,0
53,80379,6.0,DEBTCONSOLIDATION,A,9560,5.02,0.1189,N,32,0
56,21812,7.0,EDUCATION,A,50000,8.19,2.2923,N,39,0
24,41901,8.0,PERSONAL,A,13325,5.0,0.318,N,1,0
60,77345,5.0,MEDICAL,B,27498,8.91,0.3555,N,40,0
32,50821,6.0,DEBTCONSOLIDATION,B,8670,10.0,0.1706,N,13,0
47,109867,9.0,HOMEIMPROVEMENT,E,13561,18.27,0.1234,N,24,0
56,20604,5.0,MEDICAL,F,5053,22.62,0.2452,Y,37,1
52,19350,7.0,HOMEIMPROVEMENT,B,3511,10.4,0.1814,N,29,0
36,74856,3.0,PERSONAL,E,4476,18.46,0.0598,N,16,0
40,78920,3.0,PERSONAL,A,7233,5.38,0.0916,N,18,0
45,44077,4.0,DEBTCONSOLIDATION,A,9203,5.58,0.2088,N,24,0
20,61096,4.0,DEBTCONSOLIDATION,C,6284,11.86,0.1029,N,3,0
59,73855,5.0,HOMEIMPROVEMENT,B,1884,10.02,0.0255,N,40,0
23,31331,9.0,EDUCATION,D,15563,14.8,0.4967,N,1,1
44,33230,5.0,PERSONAL,E,5236,18.87,0.1576,Y,26,1
55,54412,4.0,PERSONAL,C,9560,11.97,0.1757,N,34,0
22,80599,4.0,PERSONAL,D,5552,17.47,0.0689,N,2,0
74,25815,3.0,EDUCATION,B,18720,11.06,0.7252,N,45,0
39,43964,6.0,EDUCATION,A,2709,7.77,0.0616,N,20,0
18,42858,5.0,EDUCATION,B,17359,10.65,0.405,N,1,0
55,61690,6.0,DEBTCONSOLIDATION,E,6674,20.81,0.1082,N,38,0
49,48786,12.0,PERSONAL,C,7216,12.25,0.1479,N,30,0
54,36306,4.0,PERSONAL,C,9319,14.26,0.2567,Y,34,0
60,97412,4.0,EDUCATION,E,8607,19.11,0.0884,N,39,0
45,36439,1.0,HOMEIMPROVEMENT,D,24000,14.85,0.6586,Y,22,1
65,41745,9.0,MEDICAL,C,14218,13.2,0.3406,N,45,0
39,20428,6.0,VENTURE,D,22936,16.79,1.1228,N,16,1
49,33107,6.0,VENTURE,B,12772,10.71,0.3858,N,29,0
27,65110,6.0,PERSONAL,C,8189,12.74,0.1258,N,9,0
53,58473,7.0,HOMEIMPROVEMENT,D,8285,15.83,0.1417,Y,31,1
32,68168,8.0,PERSONAL,B,2939,10.51,0.0431,Y,11,0
57,66372,7.0,VENTURE,D,33989,15.58,0.5121,N,39,1
63,154545,4.0,DEBTCONSOLIDATION,C,8200,13.96,0.0531,N,40,0
66,32489,8.0,PERSONAL,B,2585,9.72,0.0796,N,45,0
70,20116,3.0,PERSONAL,C,4371,12.13,0.2173,N,45,0
24,27507,6.0,DEBTCONSOLIDATION,B,2986,8.73,0.1086,N,6,0
25,33289,4.0,DEBTCONSOLIDATION,B,5409,8.98,0.1625,N,2,0
70,28684,0.0,MEDICAL,C,13231,13.2,0.4613,N,45,1
39,51612,4.0,PERSONAL,A,2113,5.44,0.0409,N,20,0
19,97631,5.0,VENTURE,C,22563,12.66,0.2311,N,1,0
34,114326,4.0,MEDICAL,A,5766,6.57,0.0504,N,11,0
65,64690,5.0,EDUCATION,B,7700,8.86,0.119,N,45,0
38,159165,3.0,HOMEIMPROVEMENT,D,8502,16.0,0.0534,N,21,0
22,40295,5.0,EDUCATION,C,4150,13.74,0.103,N,2,0
59,19972,7.0,HOMEIMPROVEMENT,B,14786,10.57,0.7403,N,37,0
29,87487,4.0,VENTURE,B,3340,8.85,0.0382,N,9,0
38,17832,4.0,PERSONAL,A,26328,6.38,1.4764,Y,18,1
18,32362,6.0,MEDICAL,B,4260,9.14,0.1316,N,1,0
52,65255,7.0,MEDICAL,E,8721,17.58,0.1336,N,30,0
43,46336,3.0,MEDICAL,D,5540,16.76,0.1196,N,23,0
67,44133,4.0,MEDICAL,A,19246,7.9,0.4361,N,45,0
37,25605,6.0,HOMEIMPROVEMENT,A,4041,5.95,0.1578,N,20,0
29,48730,4.0,MEDICAL,A,23922,5.85,0.4909,N,11,0
27,85136,9.0,EDUCATION,B,40313,9.43,0.4735,N,7,1
29,49562,6.0,MEDICAL,D,3388,16.48,0.0684,N,10,0
43,31050,5.0,EDUCATION,C,2385,14.4,0.0768,N,24,0
22,24682,9.0,PERSONAL,A,7407,7.13,0.3001,N,2,0
40,31405,8.0,DEBTCONSOLIDATION,B,9938,11.48,0.3164,N,18,0
66,60826,4.0,VENTURE,A,7671,6.34,0.1261,Y,45,0
61,59218,4.0,EDUCATION,B,7384,8.77,0.1247,N,44,0
54,31562,8.0,EDUCATION,B,14558,10.34,0.4613,Y,32,1
68,14531,6.0,EDUCATION,A,11545,6.08,0.7945,N,45,0
62,61759,2.0,HOMEIMPROVEMENT,A,2942,7.67,0.0476,N,39,0
55,29919,4.0,HOMEIMPROVEMENT,A,5416,6.12,0.181,N,37,0
67,71609,5.0,MEDICAL,A,22883,6.73,0.3196,N,45,0
25,32342,3.0,HOMEIMPROVEMENT,A,10116,6.47,0.3128,N,5,0
64,28471,4.0,MEDICAL,F,8805,23.99,0.3093,N,45,0
34,53329,5.0,HOMEIMPROVEMENT,C,3734,14.15,0.07,N,16,0
59,179285,6.0,HOMEIMPROVEMENT,C,15321,11.99,0.0855,N,36,0
70,74010,5.0,MEDICAL,B,9066,11.48,0.1225,N,45,0
46,52834,6.0,PERSONAL,A,9060,7.27,0.1715,Y,28,0
23,59716,3.0,HOMEIMPROVEMENT,B,18201,10.86,0.3048,N,6,0
39,18711,2.0,HOMEIMPROVEMENT,B,4392,8.95,0.2347,N,16,0
41,26442,9.0,MEDICAL,A,20880,6.03,0.7897,N,24,0
71,12320,3.0,VENTURE,C,11351,14.48,0.9213,N,45,0
71,126935,3.0,MEDICAL,A,20655,6.5,0.1627,Y,45,0
50,113557,2.0,PERSONAL,C,7530,11.9,0.0663,N,33,0
72,60842,3.0,HOMEIMPROVEMENT,A,22557,6.05,0.3707,N,45,0
42,52802,4.0,MEDICAL,B,1273,11.35,0.0241,N,19,0
41,20881,2.0,DEBTCONSOLIDATION,C,3504,12.04,0.1678,N,22,0
65,43450,4.0,PERSONAL,C,4813,13.4,0.1108,N,45,0
56,131375,12.0,HOMEIMPROVEMENT,F,5406,23.57,0.0411,Y,36,1
47,52695,4.0,PERSONAL,B,19844,9.68,0.3766,N,29,0
44,35934,8.0,PERSONAL,B,2353,10.34,0.0655,N,27,0
58,18639,5.0,EDUCATION,C,17176,13.02,0.9215,N,36,1
60,104732,5.0,PERSONAL,A,9072,8.38,0.0866,N,38,0
45,47167,5.0,VENTURE,B,4173,10.79,0.0885,N,27,0
19,18653,1.0,VENTURE,D,31365,17.03,1.6815,N,1,0
23,29485,6.0,HOMEIMPROVEMENT,A,3565,5.24,0.1209,N,6,0
26,24278,4.0,HOMEIMPROVEMENT,B,17250,9.74,0.7105,N,4,0
44,45594,3.0,EDUCATION,A,23098,6.9,0.5066,N,21,1
53,54942,11.0,HOMEIMPROVEMENT,E,2479,19.17,0.0451,N,36,0
63,37169,3.0,DEBTCONSOLIDATION,D,4427,15.77,0.1191,N,44,0
31,75160,2.0,EDUCATION,D,23664,17.34,0.3148,N,10,0
62,51192,9.0,EDUCATION,A,10388,7.39,0.2029,N,41,0
55,87927,4.0,PERSONAL,B,14686,10.79,0.167,N,34,0
20,40277,5.0,DEBTCONSOLIDATION,A,9704,6.9,0.2409,N,2,0
38,261693,4.0,DEBTCONSOLIDATION,E,15915,19.64,0.0608,N,19,0
35,35937,4.0,VENTURE,E,3963,20.67,0.1103,N,17,0
68,29826,6.0,PERSONAL,C,15555,14.07,0.5215,Y,45,1
70,27876,2.0,MEDICAL,C,8232,12.0,0.2953,N,45,0
64,43651,4.0,DEBTCONSOLIDATION,A,7983,7.25,0.1829,N,41,0
48,19039,6.0,PERSONAL,A,3570,7.4,0.1875,N,27,0
46,57642,6.0,MEDICAL,D,3119,14.6,0.0541,N,28,0
35,17189,3.0,PERSONAL,A,8379,7.11,0.4875,N,18,1
62,53579,2.0,DEBTCONSOLIDATION,A,21864,7.89,0.4081,N,43,0
22,23314,4.0,VENTURE,A,10649,5.84,0.4568,N,5,0
33,39746,7.0,VENTURE,B,4681,9.4,0.1178,N,16,0
25,68356,11.0,EDUCATION,B,8188,11.09,0.1198,N,6,0
46,174071,2.0,EDUCATION,A,7625,7.18,0.0438,N,24,0
35,27094,3.0,HOMEIMPROVEMENT,A,5200,8.37,0.1919,N,12,0
29,45131,5.0,PERSONAL,D,12407,17.26,0.2749,N,7,0
39,32923,11.0,VENTURE,E,4704,17.61,0.1429,N,20,0
67,30380,9.0,MEDICAL,A,5740,5.97,0.1889,N,45,0
49,33082,5.0,EDUCATION,C,4309,12.07,0.1303,N,26,0
64,77129,0.0,VENTURE,B,5455,9.1,0.0707,N,42,0
70,37480,8.0,PERSONAL,B,27170,10.68,0.7249,N,45,0
69,168910,3.0,MEDICAL,C,5664,13.38,0.0335,Y,45,0
38,61622,7.0,MEDICAL,C,6639,13.49,0.1077,N,21,0
68,28127,2.0,PERSONAL,A,16266,7.83,0.5783,Y,45,1
69,40067,4.0,PERSONAL,E,19255,17.96,0.4806,N,45,1
72,31539,5.0,EDUCATION,A,6530,6.2,0.207,N,45,0
38,76117,3.0,DEBTCONSOLIDATION,B,22417,9.59,0.2945,N,20,0
31,19903,10.0,VENTURE,A,4680,5.42,0.2351,N,11,0
51,23446,3.0,MEDICAL,C,14999,14.01,0.6397,Y,33,1
71,35406,4.0,DEBTCONSOLIDATION,B,8853,11.02,0.25,N,45,0
69,71369,5.0,MEDICAL,A,12626,7.75,0.1769,N,45,0
50,96585,3.0,PERSONAL,B,14242,8.92,0.1475,N,30,0
26,104746,6.0,HOMEIMPROVEMENT,A,8906,6.09,0.085,N,5,0
42,65603,7.0,DEBTCONSOLIDATION,C,13474,12.19,0.2054,N,22,0
58,46836,7.0,DEBTCONSOLIDATION,C,16170,14.2,0.3452,N,36,0
49,75890,6.0,PERSONAL,B,3006,10.09,0.0396,N,31,0
37,26121,5.0,MEDICAL,D,5065,15.02,0.1939,N,18,1
37,17773,4.0,EDUCATION,A,17731,5.7,0.9976,N,15,0
21,62327,4.0,MEDICAL,C,2438,12.3,0.0391,N,4,0
34,28194,2.0,EDUCATION,C,4236,13.62,0.1502,Y,15,1
56,47291,4.0,PERSONAL,B,27597,10.1,0.5836,N,39,1
31,52354,3.0,PERSONAL,D,7224,16.92,0.138,N,14,1
74,56188,7.0,PERSONAL,A,10785,7.06,0.1919,N,45,0
22,82107,2.0,MEDICAL,D,12495,15.92,0.1522,N,1,0
51,77469,13.0,PERSONAL,B,12901,10.22,0.1665,N,28,0
46,54570,3.0,MEDICAL,A,6576,7.91,0.1205,N,23,0
65,38441,4.0,PERSONAL,A,7346,7.48,0.1911,N,45,0
68,52014,3.0,VENTURE,A,42398,6.72,0.8151,N,45,1
48,35315,5.0,DEBTCONSOLIDATION,C,3725,13.86,0.1055,N,25,0
53,44000,2.0,MEDICAL,C,5797,11.88,0.1318,N,36,0
57,206900,7.0,PERSONAL,A,4172,5.01,0.0202,N,35,0
47,54187,6.0,PERSONAL,B,8192,10.46,0.1512,Y,25,0
28,62795,4.0,HOMEIMPROVEMENT,A,4922,8.19,0.0784,N,11,0
42,33255,9.0,EDUCATION,D,22864,15.18,0.6875,N,23,1
31,85908,3.0,VENTURE,D,28569,15.24,0.3326,N,13,0
44,74469,2.0,VENTURE,A,9160,8.12,0.123,N,26,0
53,74760,5.0,PERSONAL,E,4603,19.64,0.0616,Y,30,1
29,55170,7.0,EDUCATION,A,33671,7.53,0.6103,N,7,0
32,86578,4.0,VENTURE,B,5517,9.96,0.0637,N,12,0
64,98659,1.0,PERSONAL,C,10953,14.37,0.111,Y,45,1
39,57279,5.0,MEDICAL,B,12136,10.36,0.2119,N,22,0
29,46026,7.0,PERSONAL,A,4715,5.25,0.1024,N,9,0
58,80178,3.0,MEDICAL,D,6983,14.7,0.0871,N,37,0
58,29813,5.0,MEDICAL,D,34286,16.39,1.15,N,41,1
65,33028,5.0,MEDICAL,B,11351,9.59,0.3437,Y,45,0
61,47604,2.0,EDUCATION,A,13225,5.61,0.2778,N,40,0
74,18812,6.0,EDUCATION,E,16578,18.64,0.8812,N,45,1
50,77278,5.0,MEDICAL,A,12648,8.39,0.1637,N,33,0
34,28865,7.0,MEDICAL,A,18995,5.94,0.6581,N,17,0
67,37823,1.0,MEDICAL,B,13712,10.97,0.3625,N,45,0
33,43594,5.0,MEDICAL,B,8546,9.52,0.196,Y,15,1
34,50091,6.0,MEDICAL,B,50000,8.83,0.9982,N,12,0
65,40578,5.0,EDUCATION,A,6222,5.93,0.1533,N,45,0
68,47237,9.0,EDUCATION,B,7191,9.28,0.1522,N,45,0
37,47439,7.0,HOMEIMPROVEMENT,E,24888,20.78,0.5246,N,15,1
59,38335,3.0,MEDICAL,D,16405,14.91,0.4279,N,38,1
70,32040,4.0,PERSONAL,A,7102,5.98,0.2217,N,45,0
63,88859,5.0,PERSONAL,D,6737,16.07,0.0758,Y,44,1
18,15406,2.0,MEDICAL,C,9480,12.11,0.6153,N,1,0
55,43776,5.0,PERSONAL,A,11835,6.37,0.2704,N,32,0
27,37877,7.0,PERSONAL,D,9526,14.96,0.2515,N,8,0
66,61718,11.0,PERSONAL,A,6623,7.07,0.1073,N,45,0
21,22029,5.0,HOMEIMPROVEMENT,A,15319,6.17,0.6954,N,4,0
74,37239,3.0,EDUCATION,A,9980,7.02,0.268,Y,45,1
28,46337,6.0,HOMEIMPROVEMENT,D,17706,14.99,0.3821,N,5,0
41,88303,3.0,EDUCATION,C,10619,13.98,0.1203,N,19,0
31,58847,6.0,VENTURE,D,3321,16.29,0.0564,N,13,0
64,25567,4.0,MEDICAL,B,13527,8.83,0.5291,N,43,1
40,37492,1.0,EDUCATION,B,19056,9.86,0.5083,N,17,1
60,79803,4.0,DEBTCONSOLIDATION,C,12713,14.31,0.1593,N,37,0
21,25325,2.0,DEBTCONSOLIDATION,A,3184,6.38,0.1257,N,3,0
43,46945,3.0,HOMEIMPROVEMENT,D,11836,16.95,0.2521,N,21,0
69,48775,5.0,VENTURE,D,6975,15.44,0.143,N,45,0
70,39648,8.0,MEDICAL,A,10116,5.41,0.2551,N,45,0
29,215920,6.0,PERSONAL,E,13738,20.44,0.0636,N,8,0
40,39065,4.0,MEDICAL,B,8196,8.61,0.2098,N,19,0
41,62778,5.0,HOMEIMPROVEMENT,A,15140,8.29,0.2412,N,18,0
50,32161,5.0,MEDICAL,A,13624,8.13,0.4236,N,28,0
48,65529,2.0,DEBTCONSOLIDATION,F,12475,24.22,0.1904,N,26,0
24,79136,6.0,VENTURE,C,7578,11.91,0.0958,Y,2,0
61,35476,3.0,PERSONAL,C,19587,13.94,0.5521,N,43,0
30,47567,2.0,PERSONAL,A,27327,8.23,0.5745,N,10,0
35,29959,8.0,PERSONAL,D,9686,14.66,0.3233,Y,15,1
65,26123,6.0,MEDICAL,C,6996,14.09,0.2678,N,45,0
57,86702,6.0,DEBTCONSOLIDATION,B,7398,11.15,0.0853,N,38,1
40,36145,1.0,DEBTCONSOLIDATION,C,17126,11.79,0.4738,N,19,0
70,12997,6.0,HOMEIMPROVEMENT,A,10558,7.16,0.8123,N,45,1
40,129436,7.0,EDUCATION,B,8338,10.95,0.0644,N,22,0
50,31534,6.0,DEBTCONSOLIDATION,A,5875,5.05,0.1863,N,32,0
32,42808,5.0,DEBTCONSOLIDATION,A,12970,6.07,0.303,N,9,0
28,120873,5.0,VENTURE,F,15151,24.95,0.1253,N,9,0
46,45344,4.0,PERSONAL,B,9367,9.15,0.2066,N,25,0
50,44809,4.0,EDUCATION,A,11947,5.57,0.2666,N,27,0
63,24946,4.0,MEDICAL,A,13967,8.45,0.5599,N,45,0
40,19947,7.0,EDUCATION,B,18794,9.23,0.9422,N,23,0
69,44733,5.0,VENTURE,A,5337,7.31,0.1193,N,45,0
52,59846,3.0,MEDICAL,C,5981,13.81,0.0999,Y,30,0
21,57990,5.0,DEBTCONSOLIDATION,B,7437,8.52,0.1282,N,2,0
60,37620,7.0,MEDICAL,B,10059,10.1,0.2674,N,39,0
50,49570,6.0,PERSONAL,D,7121,14.67,0.1437,N,28,0
40,17845,4.0,PERSONAL,A,8093,8.12,0.4535,N,22,1
44,63138,3.0,PERSONAL,A,16302,5.69,0.2582,N,26,0
35,53571,7.0,EDUCATION,A,3576,7.83,0.0668,N,14,0
53,145148,4.0,VENTURE,D,5661,14.54,0.039,N,30,0
50,49222,3.0,VENTURE,B,6103,9.67,0.124,N,28,0
43,29188,5.0,HOMEIMPROVEMENT,E,23610,20.58,0.8089,N,26,1
34,47672,3.0,PERSONAL,A,10392,8.27,0.218,N,13,0
40,40933,4.0,VENTURE,B,11528,11.03,0.2816,N,22,0
46,62260,8.0,MEDICAL,B,5479,11.17,0.088,N,24,0
44,49751,2.0,EDUCATION,E,6972,18.79,0.1401,N,25,0
35,24514,3.0,MEDICAL,B,1624,10.62,0.0662,N,16,0
51,19937,7.0,PERSONAL,A,10207,5.9,0.512,N,28,0
30,56647,5.0,PERSONAL,A,6123,8.16,0.1081,N,10,0
